Run,Assay Type,HOST,isolation_source,Library Name,Sample Name,LibraryLayout,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,lat_lon,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,SRA Study
SRR8061729,AMPLICON,Homo sapiens,feces,AD01,AD01,PAIRED,601,31048775,PRJNA496408,SAMN10240677,Metagenome or environmental,20984504,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891277,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061730,AMPLICON,Homo sapiens,feces,AD02,AD01,PAIRED,601,34094237,PRJNA496408,SAMN10240677,Metagenome or environmental,21746709,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891276,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061727,AMPLICON,Homo sapiens,feces,AD03,AD01,PAIRED,601,30174479,PRJNA496408,SAMN10240677,Metagenome or environmental,19679783,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891279,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061728,AMPLICON,Homo sapiens,feces,AD04,AD01,PAIRED,601,30278082,PRJNA496408,SAMN10240677,Metagenome or environmental,19807133,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891278,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061733,AMPLICON,Homo sapiens,feces,AD05,AD01,PAIRED,601,24110169,PRJNA496408,SAMN10240677,Metagenome or environmental,15762281,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891273,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061734,AMPLICON,Homo sapiens,feces,AD06,AD01,PAIRED,601,25084581,PRJNA496408,SAMN10240677,Metagenome or environmental,16397104,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891272,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061731,AMPLICON,Homo sapiens,feces,AD07,AD01,PAIRED,601,19479291,PRJNA496408,SAMN10240677,Metagenome or environmental,12843544,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891275,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061732,AMPLICON,Homo sapiens,feces,AD08,AD01,PAIRED,601,26363878,PRJNA496408,SAMN10240677,Metagenome or environmental,17424722,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891274,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061725,AMPLICON,Homo sapiens,feces,AD09,AD01,PAIRED,601,37014601,PRJNA496408,SAMN10240677,Metagenome or environmental,24406315,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891281,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061726,AMPLICON,Homo sapiens,feces,AD10,AD01,PAIRED,601,26078269,PRJNA496408,SAMN10240677,Metagenome or environmental,17150038,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891280,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061772,AMPLICON,Homo sapiens,feces,AD11,AD01,PAIRED,601,28378460,PRJNA496408,SAMN10240677,Metagenome or environmental,18612714,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891234,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061773,AMPLICON,Homo sapiens,feces,AD12,AD01,PAIRED,601,28697682,PRJNA496408,SAMN10240677,Metagenome or environmental,19042000,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891233,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061770,AMPLICON,Homo sapiens,feces,AD13,AD01,PAIRED,601,26472133,PRJNA496408,SAMN10240677,Metagenome or environmental,17455726,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891236,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061771,AMPLICON,Homo sapiens,feces,AD14,AD01,PAIRED,601,35808651,PRJNA496408,SAMN10240677,Metagenome or environmental,24066863,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891235,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061776,AMPLICON,Homo sapiens,feces,AD15,AD01,PAIRED,601,24509885,PRJNA496408,SAMN10240677,Metagenome or environmental,15875723,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891230,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061777,AMPLICON,Homo sapiens,feces,AD16,AD01,PAIRED,601,20610637,PRJNA496408,SAMN10240677,Metagenome or environmental,13534961,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891229,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061774,AMPLICON,Homo sapiens,feces,AD17,AD01,PAIRED,601,36290595,PRJNA496408,SAMN10240677,Metagenome or environmental,23625485,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891232,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061775,AMPLICON,Homo sapiens,feces,AD18,AD01,PAIRED,601,22840559,PRJNA496408,SAMN10240677,Metagenome or environmental,15180615,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891231,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061768,AMPLICON,Homo sapiens,feces,AD19,AD01,PAIRED,601,25985940,PRJNA496408,SAMN10240677,Metagenome or environmental,17055115,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891238,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061769,AMPLICON,Homo sapiens,feces,AD20,AD01,PAIRED,601,25625920,PRJNA496408,SAMN10240677,Metagenome or environmental,16918487,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891237,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061718,AMPLICON,Homo sapiens,feces,AD22,AD01,PAIRED,601,34454690,PRJNA496408,SAMN10240677,Metagenome or environmental,22763063,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891288,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061717,AMPLICON,Homo sapiens,feces,AD23,AD01,PAIRED,601,22832010,PRJNA496408,SAMN10240677,Metagenome or environmental,15196050,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891289,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061716,AMPLICON,Homo sapiens,feces,AD24,AD01,PAIRED,601,29042086,PRJNA496408,SAMN10240677,Metagenome or environmental,19194338,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891290,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061715,AMPLICON,Homo sapiens,feces,AD25,AD01,PAIRED,601,25346570,PRJNA496408,SAMN10240677,Metagenome or environmental,16705180,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891291,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061722,AMPLICON,Homo sapiens,feces,AD26,AD01,PAIRED,601,39132135,PRJNA496408,SAMN10240677,Metagenome or environmental,26562897,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891284,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061721,AMPLICON,Homo sapiens,feces,AD27,AD01,PAIRED,601,24711752,PRJNA496408,SAMN10240677,Metagenome or environmental,16053475,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891285,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061720,AMPLICON,Homo sapiens,feces,AD28,AD01,PAIRED,601,26361565,PRJNA496408,SAMN10240677,Metagenome or environmental,17130123,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891286,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061719,AMPLICON,Homo sapiens,feces,AD29,AD01,PAIRED,601,22645790,PRJNA496408,SAMN10240677,Metagenome or environmental,15002900,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891287,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061724,AMPLICON,Homo sapiens,feces,AD30,AD01,PAIRED,601,38903120,PRJNA496408,SAMN10240677,Metagenome or environmental,25747557,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891282,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061723,AMPLICON,Homo sapiens,feces,AD31,AD01,PAIRED,601,38074164,PRJNA496408,SAMN10240677,Metagenome or environmental,24777445,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891283,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061741,AMPLICON,Homo sapiens,feces,AD32,AD01,PAIRED,601,24272147,PRJNA496408,SAMN10240677,Metagenome or environmental,15923577,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891265,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061742,AMPLICON,Homo sapiens,feces,AD33,AD01,PAIRED,601,24157494,PRJNA496408,SAMN10240677,Metagenome or environmental,15980917,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891264,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061743,AMPLICON,Homo sapiens,feces,AD34,AD01,PAIRED,601,31960748,PRJNA496408,SAMN10240677,Metagenome or environmental,21153297,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891263,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061744,AMPLICON,Homo sapiens,feces,MCI01,AD01,PAIRED,601,36777553,PRJNA496408,SAMN10240677,Metagenome or environmental,24054336,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891262,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061737,AMPLICON,Homo sapiens,feces,MCI02,AD01,PAIRED,601,26166084,PRJNA496408,SAMN10240677,Metagenome or environmental,17215078,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891269,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061738,AMPLICON,Homo sapiens,feces,MCI03,AD01,PAIRED,601,27941583,PRJNA496408,SAMN10240677,Metagenome or environmental,18177363,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891268,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061739,AMPLICON,Homo sapiens,feces,MCI04,AD01,PAIRED,601,33481523,PRJNA496408,SAMN10240677,Metagenome or environmental,21901626,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891267,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061740,AMPLICON,Homo sapiens,feces,MCI05,AD01,PAIRED,601,29481899,PRJNA496408,SAMN10240677,Metagenome or environmental,19358266,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891266,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061735,AMPLICON,Homo sapiens,feces,MCI06,AD01,PAIRED,601,35871841,PRJNA496408,SAMN10240677,Metagenome or environmental,23603358,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891271,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061736,AMPLICON,Homo sapiens,feces,MCI07,AD01,PAIRED,601,31262887,PRJNA496408,SAMN10240677,Metagenome or environmental,20578025,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891270,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
